Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
2,1,4,1,5,5,3,4,5,4,5,4,4,4,2,3,2,5,2,3,1,1,3,4,1,5,3,3,4,2,5,4,4,4,5,1,5,1,5,3,106
4,3,5,4,3,1,2,1,3,3,4,4,2,1,5,3,4,3,5,2,3,2,5,2,1,4,2,3,2,4,2,2,4,1,5,2,3,0,1,5,142
4,2,3,4,3,2,3,3,3,4,2,4,3,2,2,4,2,4,4,4,2,4,3,3,2,4,2,3,2,2,2,3,2,4,3,2,4,2,3,3,119
5,2,3,3,1,1,4,1,4,5,3,5,1,1,5,5,4,1,5,4,2,1,5,5,1,5,5,3,1,1,1,1,5,2,4,3,1,5,2,5,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,143
4,5,3,5,1,4,4,2,1,5,2,4,1,1,3,3,4,5,3,1,2,1,2,3,1,3,1,4,1,2,1,1,3,2,4,5,3,4,2,4,111
4,5,1,5,1,2,2,2,1,5,3,3,2,1,4,3,5,5,5,3,1,1,4,2,1,1,1,5,1,1,1,1,4,4,3,5,2,4,3,4,114
3,2,3,3,3,1,3,4,3,3,1,4,2,2,4,4,2,4,4,4,2,4,4,4,1,4,2,3,1,3,3,4,2,4,3,3,3,2,4,4,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
3,3,1,4,4,4,2,4,5,5,2,4,4,2,2,5,2,4,4,5,1,5,3,5,1,5,1,3,3,4,4,5,3,4,2,3,3,2,5,2,111
4,1,4,3,4,4,4,3,4,3,5,2,4,4,5,1,4,4,3,2,4,3,1,2,4,2,2,3,4,4,4,4,4,2,3,2,5,3,1,2,106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,109
1,1,2,3,5,4,3,3,4,2,2,5,3,4,1,4,2,2,4,4,1,3,3,4,1,5,5,3,1,2,4,2,3,4,2,2,4,1,4,2,115
5,2,5,2,2,1,5,1,5,2,5,4,3,2,5,1,2,1,2,2,2,3,4,5,1,5,3,4,1,2,4,1,5,1,5,2,2,5,2,5,113
5,1,3,1,3,1,3,1,1,2,5,5,5,5,5,3,5,1,5,1,2,2,5,5,1,5,5,5,4,1,5,5,1,1,3,5,1,4,4,1,94
3,2,1,1,3,2,4,4,5,2,1,4,5,3,2,4,4,2,2,3,2,4,3,4,1,5,5,4,2,2,5,4,3,4,4,2,2,2,4,5,116
2,2,1,1,4,2,2,4,3,3,1,4,3,3,1,5,1,5,3,5,1,4,3,5,2,5,5,2,2,3,3,5,5,5,2,3,3,1,5,2,120
4,3,2,4,4,4,3,3,4,2,5,1,2,4,5,3,5,2,5,2,4,1,1,1,2,1,2,3,3,4,3,3,2,2,2,1,5,3,2,1,112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
2,1,4,2,3,2,4,3,4,5,1,4,3,2,2,4,2,4,4,3,2,4,5,4,1,4,1,2,2,3,2,2,2,4,3,2,4,1,4,3,121
3,3,4,4,3,3,3,3,3,4,4,5,2,3,4,1,4,5,5,2,1,2,3,4,1,5,2,4,1,2,3,3,3,2,3,3,3,3,2,3,97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1,4,5,3,2,2,2,1,1,4,4,5,1,4,5,2,4,3,1,3,2,1,4,4,3,4,3,2,4,2,4,5,1,2,2,4,3,2,2,2,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3,2,4,3,4,2,3,3,4,3,2,3,5,4,3,4,3,3,5,3,2,5,4,4,3,3,4,4,2,2,4,4,1,4,3,2,2,3,4,4,112
5,5,3,5,1,3,4,3,1,5,3,3,1,3,5,3,5,5,3,3,2,3,3,5,3,5,1,3,2,4,1,2,2,2,3,5,3,4,2,4,95
4,2,1,3,4,1,4,4,4,2,2,4,4,1,1,3,1,4,5,3,2,5,1,4,1,3,2,5,2,4,3,2,4,4,1,2,3,3,3,2,127
3,2,5,3,3,2,1,1,5,3,5,5,2,5,5,2,5,1,4,2,1,2,1,4,4,5,3,2,5,3,3,5,1,1,2,4,5,2,1,4,90
3,2,4,3,4,4,3,4,4,3,5,4,3,3,2,4,2,2,4,4,2,4,3,4,2,4,4,3,3,3,3,3,3,5,3,2,3,2,4,3,112
3,5,3,3,1,1,3,2,1,5,3,3,2,3,3,3,4,4,4,2,2,0,5,2,1,3,1,2,1,3,1,3,3,2,2,4,2,2,1,2,102
4,2,4,2,4,1,2,2,4,2,5,4,3,2,0,1,5,3,3,5,1,4,5,4,3,5,0,2,1,3,5,2,4,1,4,2,0,4,1,4,117
3,2,5,1,5,5,5,1,4,2,4,5,4,1,1,1,2,1,1,5,0,2,1,3,1,5,1,4,1,5,1,1,4,2,5,1,2,4,1,4,121
2,3,4,4,4,4,3,1,4,4,4,4,2,4,5,2,5,1,3,4,2,3,2,2,1,4,2,4,2,3,1,4,4,1,4,5,4,2,3,2,96
2,5,5,5,3,2,4,1,1,5,4,4,2,4,5,2,5,5,4,2,2,1,4,4,2,5,1,3,3,3,2,3,3,2,1,4,3,2,1,3,92
1,2,3,4,1,2,4,1,1,5,5,4,2,1,4,1,3,5,1,1,3,2,4,3,3,5,1,3,1,3,1,1,4,1,3,5,2,3,1,4,112
2,1,2,3,3,3,3,4,3,5,3,5,3,3,3,3,3,3,5,3,2,4,4,4,1,5,4,5,1,4,5,3,2,3,3,2,4,2,4,3,107
4,1,3,3,3,3,4,4,3,3,1,4,3,2,2,4,2,2,5,3,1,4,3,4,1,5,5,1,2,2,5,3,3,4,3,2,1,0,4,3,85
4,1,2,2,1,1,1,5,5,5,4,4,2,3,5,5,5,1,4,1,2,1,4,5,1,5,2,3,4,1,3,3,3,2,5,1,4,4,1,4,108
3,3,1,3,3,3,3,4,2,3,3,5,4,3,2,3,1,3,3,1,2,4,2,3,1,4,3,2,3,3,3,2,4,4,2,2,2,2,4,4,119
2,0,3,3,3,2,4,3,4,1,5,5,3,2,2,4,4,2,3,5,3,4,4,5,2,5,2,3,1,1,1,4,4,4,4,2,2,3,4,3,143
2,4,5,5,1,5,2,4,1,5,4,5,2,4,4,2,4,5,5,2,1,4,1,5,1,5,1,4,4,4,1,5,5,3,2,4,5,2,1,1,87
5,2,3,3,1,1,5,2,4,5,3,5,3,1,5,4,4,2,4,2,4,4,4,2,3,5,1,3,1,2,2,1,2,1,5,2,2,4,3,5,117
2,2,3,3,4,4,4,5,3,3,2,5,4,3,1,3,2,4,5,3,1,4,2,3,1,5,3,3,2,1,3,3,2,4,3,4,3,1,4,3,111
0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
4,1,5,5,1,4,4,1,1,5,5,2,1,4,5,1,5,5,4,1,2,1,3,3,2,5,1,4,5,3,1,3,3,1,4,4,3,3,1,2,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
3,3,2,5,5,4,2,3,2,2,1,5,4,4,1,5,1,4,5,3,2,5,3,5,2,5,3,3,3,3,3,3,2,5,3,1,2,2,5,2,115
2,0,5,2,2,5,1,5,1,5,1,5,2,3,1,5,1,5,5,5,1,5,1,5,1,5,2,3,1,1,4,5,3,5,1,4,2,1,5,1,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87
4,4,2,3,4,1,3,3,4,3,2,3,4,4,1,4,2,3,4,4,1,3,4,4,2,4,4,3,4,2,3,3,2,5,3,3,3,3,4,3,117
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
0,5,5,1,1,1,5,1,5,3,5,5,5,1,5,1,5,1,5,3,1,1,5,1,1,5,1,3,3,4,5,1,2,1,5,5,5,1,5,5,83
2,3,3,5,4,2,3,4,2,4,1,5,4,3,2,5,3,4,2,3,0,5,4,5,2,5,5,4,3,2,3,4,2,5,3,1,2,3,5,4,118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
4,4,1,5,2,2,4,2,1,5,3,4,2,1,5,2,4,5,2,4,3,2,5,4,2,4,1,3,2,3,1,2,3,2,3,5,3,3,2,3,109
4,2,3,5,2,1,5,1,5,5,4,5,2,2,2,1,5,2,2,2,1,5,5,4,1,5,3,5,1,3,1,1,4,3,5,4,1,5,2,5,108
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
4,3,5,1,5,5,5,2,5,3,5,5,3,1,5,1,4,1,4,4,3,3,5,4,1,3,5,4,1,5,4,1,5,1,5,1,3,4,1,5,109
3,4,2,2,4,2,4,4,4,3,1,4,2,1,2,3,2,2,2,3,1,4,3,4,1,4,2,3,2,2,3,2,3,5,3,4,0,2,4,3,138
2,2,4,4,3,2,3,4,3,4,4,4,2,2,4,2,4,3,4,2,2,2,4,4,2,4,2,4,2,2,3,3,4,2,3,3,3,2,2,3,107
1,5,3,5,1,4,5,2,2,5,4,5,2,5,5,2,4,5,5,4,1,4,4,5,1,2,1,3,1,5,2,5,5,1,4,4,1,1,1,5,93
1,1,4,3,5,2,2,0,5,5,1,4,5,3,1,3,1,2,2,3,2,5,4,4,1,5,4,4,5,4,5,3,1,5,2,1,4,1,5,4,125
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86
1,1,2,3,0,3,4,3,4,1,4,5,0,3,5,3,3,3,4,3,1,4,0,5,2,5,4,5,1,3,5,4,5,1,3,1,4,2,1,3,110
3,1,5,5,1,3,4,3,1,5,3,5,3,3,5,3,5,5,1,1,1,3,3,3,1,5,1,5,1,3,1,3,3,3,5,5,3,3,1,5,96
4,2,4,4,5,3,3,5,4,3,2,3,4,3,4,4,4,2,2,3,1,4,2,3,1,2,4,5,2,2,4,1,3,4,3,2,3,3,4,3,117
3,4,3,3,2,2,4,4,2,5,2,2,4,3,1,4,2,3,2,3,0,3,4,3,4,4,3,3,1,2,3,3,3,4,3,2,2,4,4,3,144
2,3,5,3,4,3,4,4,1,3,1,4,4,3,3,5,3,4,4,4,2,4,4,4,1,3,4,3,2,4,2,3,4,4,4,3,2,2,3,3,109
3,5,4,5,2,4,2,1,1,5,2,5,1,3,3,2,2,4,4,2,3,2,2,3,2,3,1,4,3,3,1,4,3,3,1,5,3,2,2,3,102
2,1,4,2,2,2,3,5,1,5,3,5,3,3,1,5,2,2,3,3,1,3,3,4,1,5,1,3,3,2,5,3,3,3,3,1,3,2,5,3,116
3,3,5,5,1,1,3,1,1,5,4,5,1,3,5,2,5,1,1,2,1,1,5,5,1,5,1,5,1,2,1,3,5,2,5,5,1,1,1,5,96
4,3,3,4,0,3,3,2,2,4,3,4,2,3,3,2,3,3,3,2,2,3,4,4,2,3,1,3,2,3,1,3,4,3,3,3,3,4,1,4,116
5,2,4,2,4,1,5,2,5,4,5,5,3,1,4,3,4,1,4,2,2,3,5,5,1,5,5,1,1,3,5,1,4,1,5,2,4,5,1,4,114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
1,3,4,5,5,1,4,4,2,3,4,5,2,4,4,2,2,5,4,4,0,2,4,4,3,2,5,4,2,2,2,4,5,4,4,2,4,1,5,5,128
1,1,3,4,1,5,1,2,3,4,1,5,2,3,5,1,2,4,2,3,3,3,1,1,4,5,3,2,1,1,3,5,1,1,5,1,4,1,1,4,106
2,3,4,4,2,2,5,1,3,2,5,4,4,1,5,1,5,4,2,4,5,1,3,2,1,4,2,4,1,2,2,1,4,1,4,2,1,2,1,4,107
1,2,1,3,3,2,1,5,1,3,1,3,3,2,1,5,1,1,5,3,1,5,5,3,1,3,1,1,2,2,1,4,2,5,2,3,3,1,5,4,134
3,5,5,3,1,3,3,1,1,5,5,5,1,3,5,4,5,5,5,1,1,1,4,5,1,5,1,5,1,3,1,5,1,1,3,3,3,3,1,3,81
4,1,4,1,4,5,4,2,5,1,4,1,5,1,4,1,4,1,2,4,1,4,1,1,3,1,5,2,5,2,5,1,2,1,4,1,4,4,2,4,126
5,3,4,2,4,1,5,1,5,2,5,5,5,1,5,1,5,3,4,5,2,1,5,5,1,5,4,4,1,2,4,1,2,1,5,4,1,5,1,5,104
4,1,3,2,4,3,3,5,4,2,1,5,3,2,1,4,1,3,4,2,1,5,2,4,1,5,3,3,4,1,3,3,2,5,2,1,2,3,4,3,123
5,1,5,1,1,1,5,1,5,4,4,5,2,1,4,4,5,1,2,1,1,4,5,4,1,5,1,2,2,2,2,1,2,2,5,1,4,5,1,5,115
5,3,5,1,5,1,5,1,5,1,5,5,5,5,5,1,4,1,1,5,1,5,5,5,1,5,5,5,1,5,5,1,3,1,5,1,4,1,1,5,102
2,2,1,1,4,1,3,4,2,3,1,2,4,4,1,5,1,3,4,2,4,5,4,4,1,4,4,3,1,2,1,4,4,5,3,1,1,2,1,2,128
3,4,4,5,1,3,4,2,1,5,5,4,1,2,5,4,4,5,4,1,2,2,5,4,1,5,1,4,2,3,1,3,4,2,2,4,4,3,1,2,96
3,2,5,4,4,2,4,1,2,2,4,2,4,1,4,2,4,2,5,2,2,1,2,1,1,5,3,2,1,1,1,1,1,2,2,4,5,1,2,2,114
5,3,4,3,3,3,4,4,4,5,4,5,3,2,4,2,4,3,4,4,2,2,4,4,3,4,2,4,3,2,4,1,4,2,2,2,4,4,1,3,107
2,3,1,4,3,3,1,3,3,5,5,5,3,4,4,5,3,3,5,3,1,5,3,4,1,5,4,4,3,2,3,3,2,5,4,4,2,1,4,3,101
4,0,5,0,1,2,4,3,3,4,4,5,1,2,5,2,4,5,5,3,3,1,5,5,1,3,4,3,3,3,1,1,3,1,5,5,1,0,3,5,96
3,3,4,5,1,3,2,5,1,5,2,4,1,2,5,4,5,5,5,2,3,1,3,3,2,3,1,2,2,2,1,2,2,2,5,1,2,2,2,4,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,121
1,3,4,2,2,3,2,2,3,1,3,5,2,3,2,2,3,2,1,2,2,3,3,5,1,5,3,1,1,1,5,2,2,2,2,3,2,1,2,2,108
4,2,5,1,4,2,5,1,5,1,5,4,5,2,5,3,5,2,1,5,2,1,5,4,1,4,4,3,1,4,4,1,3,1,5,2,3,5,1,4,110
1,5,5,5,1,5,3,3,3,3,1,5,1,3,5,3,5,5,5,1,1,1,3,5,3,1,1,5,5,3,1,3,3,3,1,5,5,3,3,1,89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2,3,1,3,4,3,3,4,3,5,2,5,3,2,3,4,3,3,4,2,2,3,3,3,1,5,4,3,2,3,3,3,2,5,3,3,2,2,4,3,114
3,3,2,4,1,2,1,2,2,5,4,2,2,2,3,2,3,4,4,2,1,4,4,4,1,4,1,4,2,2,2,2,3,1,1,4,1,2,1,4,111
1,1,5,2,3,2,1,5,5,2,5,4,3,2,1,5,1,2,4,2,1,5,4,5,1,4,3,3,1,1,3,4,1,5,1,1,2,1,5,5,121
3,5,3,4,1,1,2,2,1,5,3,2,2,2,4,3,4,5,4,1,2,3,5,3,2,3,1,3,1,2,1,2,3,3,3,4,3,3,2,3,113
2,3,3,3,3,3,1,1,1,4,1,1,2,3,5,3,4,1,3,3,4,1,3,1,4,1,3,1,3,5,3,3,3,2,3,3,5,1,1,3,119
2,4,4,3,3,3,2,2,2,4,3,4,2,2,4,3,4,4,3,4,3,3,4,4,2,4,2,4,2,3,3,4,2,2,2,4,3,2,2,3,100
1,5,1,5,1,5,5,1,1,5,5,5,1,3,5,1,5,5,5,1,3,1,3,5,1,5,1,3,1,3,1,3,3,1,5,5,5,1,1,5,91
1,2,5,5,4,5,3,2,3,3,3,2,0,3,5,1,2,5,3,2,1,3,5,5,1,5,2,4,1,2,1,2,3,2,3,5,2,1,5,5,71
4,3,5,4,2,1,4,2,2,2,4,5,2,1,5,3,3,3,3,3,1,4,5,4,1,5,2,4,2,2,2,1,2,3,5,2,2,4,1,5,110
1,1,1,3,1,1,1,1,5,5,4,4,3,1,4,2,4,2,1,4,3,1,5,4,1,4,2,3,1,5,1,1,2,1,5,1,1,1,3,5,120
2,1,2,2,5,3,4,4,4,4,2,4,4,3,2,3,2,3,2,4,4,5,2,4,1,3,4,4,3,1,3,3,3,4,3,1,1,3,5,3,123
2,2,1,3,4,3,2,3,3,3,1,5,4,5,1,5,1,3,4,4,2,4,3,3,2,5,3,1,2,3,3,4,2,5,3,2,3,1,4,3,118
1,1,3,1,5,3,2,3,5,3,4,4,5,4,1,3,1,5,2,0,1,3,2,3,3,5,5,4,3,5,5,3,2,3,3,1,3,1,3,5,111
4,5,1,5,1,3,5,2,2,5,0,3,1,2,5,4,3,4,4,3,2,3,3,5,1,4,1,4,2,1,1,3,5,1,2,4,4,4,1,2,108
3,2,4,2,4,4,4,3,2,4,4,4,4,2,4,3,2,4,3,2,2,3,3,4,1,4,4,2,2,3,3,2,0,0,4,3,4,3,2,3,142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2,3,4,2,3,4,2,5,2,5,1,3,3,3,1,0,2,4,3,4,0,5,3,3,1,3,3,3,3,3,2,4,4,5,2,4,3,2,4,3,88
1,5,1,5,1,5,1,1,1,5,4,2,1,3,2,4,3,5,4,4,1,2,1,4,1,3,1,2,1,1,1,2,1,1,1,5,3,1,2,1,105
1,1,4,1,5,5,1,1,2,5,1,4,4,5,1,5,1,1,5,1,5,5,1,5,1,5,1,1,2,1,1,5,1,5,2,1,5,1,5,1,114
1,1,4,2,3,3,1,4,5,4,3,4,3,4,1,4,1,2,4,2,1,0,3,5,1,5,5,2,1,4,4,5,4,3,1,3,5,1,4,2,93
3,2,2,3,4,2,3,4,2,3,4,4,4,3,2,5,3,5,2,3,3,3,3,4,3,4,5,3,1,3,5,3,3,3,4,2,2,2,3,4,110
2,1,4,1,5,5,4,5,2,1,2,5,5,5,3,1,1,1,2,4,1,5,1,4,1,5,5,5,1,3,5,5,5,1,2,1,4,2,4,2,106
5,1,5,1,5,1,5,3,4,1,5,5,3,1,5,1,5,1,5,1,1,1,5,5,1,3,5,5,1,3,5,1,3,1,3,1,1,3,1,5,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
4,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,91
5,4,4,4,5,5,5,5,2,4,1,5,4,4,1,5,1,5,4,5,2,0,1,4,1,5,5,3,1,5,3,4,2,5,2,4,4,5,5,2,92
3,4,2,4,5,4,3,5,4,3,1,3,3,3,1,5,2,4,5,3,1,3,3,5,1,4,2,5,3,4,1,4,4,5,2,3,3,3,3,5,109
4,4,2,4,4,2,2,2,4,2,2,4,4,2,3,4,4,4,4,4,2,5,2,4,1,4,4,5,4,1,2,2,2,4,4,4,4,3,4,2,108
1,2,2,5,3,2,2,5,2,3,1,4,2,3,1,5,3,3,2,3,2,3,5,5,1,5,1,3,4,2,3,3,3,5,2,3,2,1,5,2,115
1,5,5,5,1,2,1,1,1,5,1,5,1,1,5,2,5,5,5,1,1,1,2,3,5,4,1,5,1,4,1,0,2,1,5,5,3,1,1,5,144
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145
1,5,5,5,1,5,4,2,1,5,3,5,1,3,5,2,5,5,5,1,1,1,3,5,1,5,1,3,1,3,1,1,1,1,1,5,2,1,3,4,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2,3,3,3,2,4,4,2,1,1,5,4,2,3,1,1,5,4,0,1,3,1,3,3,1,3,2,5,3,3,2,3,1,3,5,5,4,2,2,3,113
5,2,5,2,4,3,3,3,4,3,5,1,4,4,5,1,4,3,4,2,2,2,3,4,2,4,5,4,1,3,4,3,4,1,4,2,3,5,1,4,103
5,1,5,2,4,1,5,2,4,5,2,4,3,1,5,4,4,3,5,3,2,3,5,3,1,1,2,5,3,3,3,1,3,1,5,1,1,5,1,5,122
3,4,4,2,3,1,5,2,5,2,1,4,1,1,4,1,2,2,2,2,1,4,4,5,1,5,4,3,1,2,3,1,1,1,5,4,3,5,2,4,116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
1,4,5,3,3,2,1,5,5,5,1,3,2,3,1,3,3,3,5,5,1,3,5,5,1,5,2,3,3,1,3,1,1,5,1,3,1,1,3,5,115
3,1,5,2,5,1,3,4,3,1,3,5,5,5,5,2,5,3,3,3,2,1,2,3,2,3,1,3,3,1,3,4,5,1,4,2,1,3,3,3,107
2,2,2,5,0,4,3,2,1,5,4,5,4,4,5,2,4,5,4,2,3,2,4,5,2,5,1,5,2,2,2,3,4,2,2,4,3,2,2,2,125
3,2,2,4,4,2,2,4,4,2,1,4,4,2,2,4,2,3,4,3,2,4,4,4,2,4,3,3,3,2,3,4,2,5,2,2,3,3,4,3,121
2,1,4,2,5,4,0,2,4,2,1,4,4,4,2,3,2,2,3,4,2,4,2,4,1,5,5,3,4,2,4,4,5,4,3,1,2,2,5,4,116
5,1,5,3,1,5,5,1,1,5,5,1,1,5,1,1,5,5,5,1,1,3,1,3,1,5,1,5,1,1,1,5,5,1,5,1,5,5,1,0,106
4,0,4,4,1,4,3,1,4,4,5,4,1,1,5,1,3,4,3,1,2,4,2,4,1,5,2,2,2,2,2,1,5,1,2,3,1,4,1,4,104
1,1,5,2,5,2,3,3,5,1,4,5,5,3,3,4,3,1,2,4,2,4,3,4,1,4,5,3,3,3,3,5,3,4,3,2,2,1,4,2,108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
0,3,5,3,5,3,2,2,3,3,5,5,5,3,5,0,4,3,1,4,1,5,3,3,2,4,4,2,2,3,5,3,4,1,3,2,3,1,1,2,85
3,2,2,2,4,4,4,5,2,2,2,4,4,2,2,4,2,5,5,4,2,5,2,2,1,5,3,5,4,2,3,2,1,5,4,2,2,3,5,3,122
0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,128
1,5,2,4,1,2,3,2,1,5,4,4,1,4,5,2,5,5,2,2,2,1,3,2,2,3,1,4,3,2,1,4,4,2,2,5,3,1,2,1,98
5,1,4,2,3,1,3,3,3,0,3,5,3,1,4,1,4,3,4,2,2,2,5,5,0,5,1,2,1,1,1,1,1,3,3,1,2,3,2,4,71
4,2,1,3,5,3,4,4,3,2,2,3,4,2,2,4,2,2,3,3,2,4,3,3,1,3,5,4,2,1,3,1,2,4,2,3,3,3,4,2,125
1,3,3,3,3,1,5,3,1,5,2,5,3,3,4,3,3,5,3,5,3,3,5,3,2,5,3,3,1,0,3,2,5,4,3,1,3,1,4,3,130
0,5,5,3,3,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,5,3,1,1,1,1,1,1,1,1,1,5,1,1,100
5,1,4,2,2,1,4,2,5,3,4,5,2,1,4,2,2,1,4,1,1,4,5,5,1,5,2,4,2,1,4,2,1,2,4,1,5,4,2,5,112
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92
2,5,4,5,1,1,2,3,1,5,4,5,2,1,5,1,5,5,1,1,1,5,5,5,2,5,1,5,1,3,1,1,5,2,4,5,3,1,1,5,101
3,1,5,2,1,2,2,4,2,3,5,3,4,1,2,5,2,2,4,4,3,4,3,5,2,3,5,5,2,1,4,2,3,4,3,3,1,3,4,3,118
4,4,4,4,2,1,4,3,2,3,2,2,2,4,4,2,2,3,4,2,3,4,5,3,1,4,1,3,1,2,2,3,4,2,4,1,2,4,1,0,125
2,5,2,5,1,3,2,2,1,5,4,4,1,3,4,3,3,5,1,0,1,3,2,4,1,4,1,5,1,1,1,4,2,3,2,4,3,2,1,2,74
1,4,5,2,3,5,2,2,3,3,2,5,3,5,4,1,5,5,2,2,2,2,5,5,5,5,1,4,4,4,1,5,3,1,1,4,3,1,2,1,87
4,2,4,2,4,4,4,4,2,4,2,4,4,2,2,4,2,4,4,2,1,4,2,5,2,4,4,4,2,1,3,4,2,4,2,1,2,2,4,2,112
3,2,2,3,3,2,3,4,3,5,2,4,3,2,1,2,2,4,4,3,2,5,4,3,1,3,3,3,2,3,3,2,2,4,3,2,3,2,4,3,127
1,5,1,5,1,1,1,1,1,5,5,1,1,5,3,4,1,5,4,1,1,1,5,5,1,1,1,1,1,3,1,5,1,1,1,5,1,1,2,2,107
3,3,1,2,2,4,2,4,4,4,1,4,3,1,1,4,1,4,3,3,1,5,3,4,1,4,2,5,4,3,3,1,4,5,2,2,4,2,5,3,123
5,1,4,3,5,1,5,4,5,2,5,5,4,2,4,1,4,1,3,3,2,2,5,4,1,5,4,5,1,4,3,2,5,1,5,2,1,5,1,5,109
